age,education,education-num,marital-status,occupation,relationship,race,sex
"[51, 54)",Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[24, 27)",Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female
"[18, 21)",Some-college,10,Never-married,Prof-specialty,Own-child,White,Female
"[21, 24)",Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[18, 21)",10th,6,Never-married,Machine-op-inspct,Own-child,White,Male
"[27, 30)",Assoc-voc,11,Never-married,Other-service,Other-relative,Black,Male
"[72, 75)",HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female
"[66, 69)",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
"[54, 57)",Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male
"[30, 33)",Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
"[39, 42)",Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male
"[36, 39)",HS-grad,9,Never-married,Other-service,Not-in-family,White,Male
"[30, 33)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[30, 33)",10th,6,Never-married,Adm-clerical,Unmarried,White,Female
"[57, 60)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male
"[57, 60)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[21, 24)",10th,6,Never-married,Other-service,Not-in-family,White,Male
"[24, 27)",Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
"[24, 27)",11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male
"[30, 33)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
"[24, 27)",Bachelors,13,Never-married,Sales,Not-in-family,White,Male
"[18, 21)",10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male
"[36, 39)",Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[66, 69)",Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
"[63, 66)",Some-college,10,Never-married,Sales,Not-in-family,White,Female
"[36, 39)",Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male
"[39, 42)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[69, 72)",7th-8th,4,Widowed,?,Other-relative,White,Female
"[36, 39)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[51, 54)",Masters,14,Married-civ-spouse,Sales,Husband,White,Male
"[24, 27)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
"[48, 51)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
"[18, 21)",Some-college,10,Never-married,Prof-specialty,Own-child,White,Male
"[24, 27)",Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male
"[45, 48)",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male
"[39, 42)",Some-college,10,Married-civ-spouse,Sales,Other-relative,White,Male
"[36, 39)",Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male
"[24, 27)",HS-grad,9,Never-married,Other-service,Not-in-family,White,Male
"[24, 27)",Some-college,10,Never-married,Craft-repair,Own-child,White,Female
"[21, 24)",10th,6,Never-married,Handlers-cleaners,Other-relative,Other,Male
"[27, 30)",Masters,14,Divorced,Sales,Own-child,White,Female
"[27, 30)",HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male
"[30, 33)",11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male
"[33, 36)",HS-grad,9,Never-married,Other-service,Unmarried,Black,Female
"[51, 54)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,Sales,Own-child,White,Male
"[66, 69)",Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[39, 42)",10th,6,Never-married,Handlers-cleaners,Unmarried,White,Male
"[15, 18)",HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female
"[27, 30)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[39, 42)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[48, 51)",Masters,14,Divorced,Prof-specialty,Unmarried,White,Male
"[48, 51)",Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male
"[18, 21)",Some-college,10,Never-married,Other-service,Own-child,White,Female
"[36, 39)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[54, 57)",5th-6th,3,Never-married,Other-service,Not-in-family,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[63, 66)",11th,7,Married-civ-spouse,Sales,Husband,White,Male
"[24, 27)",Bachelors,13,Married-civ-spouse,?,Husband,White,Male
"[24, 27)",Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female
"[75, 78)",Masters,14,Married-civ-spouse,?,Husband,White,Male
"[18, 21)",10th,6,Never-married,?,Unmarried,White,Female
"[69, 72)",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[57, 60)",7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[24, 27)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[42, 45)",Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male
"[36, 39)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[72, 75)",10th,6,Widowed,?,Other-relative,Asian-Pac-Islander,Female
"[18, 21)",HS-grad,9,Never-married,?,Not-in-family,White,Female
"[18, 21)",HS-grad,9,Never-married,Sales,Own-child,White,Female
"[45, 48)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female
"[30, 33)",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
"[27, 30)",HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female
"[51, 54)",HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male
"[18, 21)",HS-grad,9,Never-married,?,Not-in-family,Other,Male
"[57, 60)",Some-college,10,Married-civ-spouse,Sales,Wife,White,Female
"[21, 24)",HS-grad,9,Never-married,Sales,Not-in-family,White,Female
"[21, 24)",11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[36, 39)",Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female
"[33, 36)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
"[39, 42)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
"[69, 72)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female
"[48, 51)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[30, 33)",Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male
"[36, 39)",Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female
"[36, 39)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,?,Own-child,Black,Male
"[18, 21)",Some-college,10,Never-married,Prof-specialty,Own-child,White,Female
"[24, 27)",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[15, 18)",Some-college,10,Never-married,Sales,Own-child,White,Female
"[24, 27)",11th,7,Never-married,Exec-managerial,Unmarried,White,Female
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
"[33, 36)",Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[30, 33)",Bachelors,13,Never-married,?,Not-in-family,White,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[51, 54)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[33, 36)",Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female
"[45, 48)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[30, 33)",11th,7,Separated,Machine-op-inspct,Other-relative,White,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[39, 42)",Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[36, 39)",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[24, 27)",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
"[42, 45)",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male
"[39, 42)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male
"[36, 39)",Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[21, 24)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
"[45, 48)",HS-grad,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male
"[45, 48)",Bachelors,13,Married-civ-spouse,?,Husband,White,Male
"[45, 48)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[33, 36)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[57, 60)",7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male
"[33, 36)",Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female
"[30, 33)",HS-grad,9,Separated,Other-service,Unmarried,White,Female
"[18, 21)",Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female
"[36, 39)",Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male
"[57, 60)",7th-8th,4,Widowed,Farming-fishing,Other-relative,White,Female
"[18, 21)",HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female
"[21, 24)",HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male
"[21, 24)",HS-grad,9,Never-married,Other-service,Unmarried,White,Female
"[27, 30)",Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[30, 33)",Assoc-voc,11,Married-civ-spouse,?,Own-child,White,Female
"[21, 24)",HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male
"[57, 60)",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male
"[21, 24)",Bachelors,13,Never-married,?,Own-child,White,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[45, 48)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[48, 51)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female
"[54, 57)",HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female
"[45, 48)",11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male
"[18, 21)",HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female
"[45, 48)",HS-grad,9,Never-married,Tech-support,Other-relative,White,Male
"[33, 36)",11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male
"[27, 30)",Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male
"[39, 42)",HS-grad,9,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female
"[39, 42)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
"[45, 48)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[33, 36)",10th,6,Never-married,Other-service,Unmarried,Black,Female
"[30, 33)",7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male
"[57, 60)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[51, 54)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[21, 24)",Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female
"[36, 39)",Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male
"[48, 51)",Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[33, 36)",HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
"[18, 21)",12th,8,Separated,Prof-specialty,Own-child,White,Female
"[24, 27)",HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
"[36, 39)",HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Sales,Other-relative,White,Female
"[36, 39)",Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,Black,Female
"[69, 72)",Some-college,10,Married-civ-spouse,?,Husband,White,Male
"[36, 39)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[36, 39)",Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female
"[18, 21)",HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female
"[24, 27)",HS-grad,9,Never-married,Transport-moving,Own-child,White,Male
"[51, 54)",Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male
"[39, 42)",5th-6th,3,Married-civ-spouse,Other-service,Husband,Other,Male
"[42, 45)",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
"[57, 60)",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[33, 36)",Bachelors,13,Never-married,Sales,Not-in-family,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male
"[24, 27)",11th,7,Divorced,Other-service,Unmarried,White,Female
"[57, 60)",10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[36, 39)",10th,6,Divorced,Other-service,Not-in-family,White,Female
"[24, 27)",HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female
"[24, 27)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male
"[15, 18)",12th,8,Never-married,Other-service,Own-child,White,Male
"[57, 60)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[51, 54)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male
"[33, 36)",11th,7,Divorced,Transport-moving,Not-in-family,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Other-service,Own-child,White,Male
"[27, 30)",Some-college,10,Never-married,Sales,Own-child,White,Female
"[33, 36)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[57, 60)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Other-service,Not-in-family,White,Male
"[48, 51)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[21, 24)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Female
"[33, 36)",Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female
"[30, 33)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female
"[39, 42)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[36, 39)",7th-8th,4,Divorced,Sales,Unmarried,White,Female
"[51, 54)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",10th,6,Divorced,Craft-repair,Not-in-family,White,Male
"[21, 24)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[51, 54)",5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male
"[24, 27)",HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female
"[39, 42)",Bachelors,13,Separated,Other-service,Not-in-family,White,Female
"[30, 33)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female
"[57, 60)",11th,7,Married-civ-spouse,Other-service,Wife,White,Female
"[51, 54)",HS-grad,9,Widowed,Other-service,Unmarried,White,Female
"[45, 48)",7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,?,Own-child,White,Male
"[42, 45)",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
"[33, 36)",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
"[33, 36)",Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male
"[45, 48)",Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female
"[30, 33)",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
"[45, 48)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[39, 42)",HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female
"[18, 21)",Some-college,10,Never-married,Other-service,Own-child,White,Male
"[63, 66)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[48, 51)",Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male
"[27, 30)",HS-grad,9,Never-married,Other-service,Not-in-family,White,Male
"[51, 54)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[27, 30)",Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male
"[48, 51)",Bachelors,13,Separated,Sales,Not-in-family,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[42, 45)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[51, 54)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[48, 51)",HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male
"[24, 27)",Some-college,10,Divorced,Other-service,Not-in-family,White,Male
"[33, 36)",Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female
"[42, 45)",Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[45, 48)",10th,6,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male
"[30, 33)",HS-grad,9,Divorced,Craft-repair,Own-child,White,Male
"[36, 39)",Masters,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male
"[39, 42)",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[24, 27)",Some-college,10,Never-married,Prof-specialty,Own-child,White,Male
"[48, 51)",Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[60, 63)",Bachelors,13,Married-civ-spouse,?,Husband,White,Male
"[45, 48)",Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male
"[30, 33)",Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male
"[21, 24)",Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male
"[18, 21)",Some-college,10,Never-married,Other-service,Not-in-family,White,Female
"[51, 54)",Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Male
"[24, 27)",Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female
"[33, 36)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[30, 33)",9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male
"[45, 48)",HS-grad,9,Divorced,Sales,Unmarried,White,Female
"[21, 24)",7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[36, 39)",Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[24, 27)",Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male
"[24, 27)",Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",Some-college,10,Divorced,Sales,Unmarried,White,Female
"[39, 42)",HS-grad,9,Never-married,?,Not-in-family,White,Female
