age,education,marital-status,occupation,relationship,race,sex
46,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female
36,5th-6th,Separated,Machine-op-inspct,Not-in-family,White,Female
54,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male
25,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female
26,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
36,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
56,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
37,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
26,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
23,Bachelors,Never-married,Other-service,Own-child,White,Female
23,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
41,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male
55,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
39,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
67,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male
60,HS-grad,Widowed,Sales,Not-in-family,White,Female
54,HS-grad,Widowed,Sales,Unmarried,White,Female
38,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
47,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male
49,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
19,HS-grad,Never-married,Sales,Own-child,White,Female
20,Some-college,Never-married,Craft-repair,Unmarried,White,Male
66,HS-grad,Widowed,Sales,Other-relative,White,Female
22,Some-college,Never-married,?,Not-in-family,Black,Female
51,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
19,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male
36,Some-college,Divorced,Adm-clerical,Unmarried,White,Female
33,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
41,Bachelors,Divorced,Sales,Not-in-family,White,Male
90,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
78,7th-8th,Married-civ-spouse,?,Husband,White,Male
36,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female
30,Prof-school,Divorced,Sales,Own-child,White,Male
35,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male
46,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
38,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male
24,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
40,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female
49,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
19,HS-grad,Never-married,Other-service,Own-child,Black,Male
77,Some-college,Widowed,Priv-house-serv,Not-in-family,White,Female
46,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
41,Some-college,Separated,Craft-repair,Not-in-family,Black,Male
28,1st-4th,Never-married,Farming-fishing,Unmarried,White,Male
21,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
24,12th,Never-married,Farming-fishing,Own-child,Black,Male
36,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male
23,Some-college,Never-married,Adm-clerical,Own-child,White,Male
38,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
29,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
38,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male
47,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Male
39,Masters,Divorced,Prof-specialty,Not-in-family,White,Female
40,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
21,Some-college,Never-married,?,Own-child,White,Male
32,HS-grad,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female
23,HS-grad,Never-married,Exec-managerial,Own-child,White,Male
44,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male
37,Some-college,Separated,Other-service,Not-in-family,Black,Male
70,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female
51,Masters,Married-civ-spouse,Protective-serv,Husband,White,Male
66,9th,Separated,Other-service,Not-in-family,Black,Female
57,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
36,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
48,Bachelors,Divorced,Sales,Not-in-family,White,Male
24,HS-grad,Married-civ-spouse,?,Husband,White,Male
51,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female
43,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
27,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
32,Bachelors,Never-married,Adm-clerical,Own-child,White,Female
20,Some-college,Never-married,Adm-clerical,Own-child,White,Female
33,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female
19,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male
32,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
35,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male
26,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
39,HS-grad,Never-married,Sales,Unmarried,White,Female
24,Bachelors,Never-married,Other-service,Own-child,Black,Female
45,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
20,Some-college,Never-married,Adm-clerical,Own-child,White,Male
49,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Female
35,Masters,Never-married,Prof-specialty,Not-in-family,White,Female
30,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female
23,Some-college,Never-married,Adm-clerical,Own-child,White,Female
33,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
35,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
31,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,11th,Never-married,Craft-repair,Not-in-family,Black,Male
44,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
33,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male
50,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
25,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female
28,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male
60,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Black,Male
38,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
38,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male
57,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male
50,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
39,11th,Divorced,Adm-clerical,Unmarried,White,Female
69,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
51,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male
42,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male
53,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
37,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
37,10th,Married-civ-spouse,Craft-repair,Husband,White,Male
38,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
20,Some-college,Never-married,Other-service,Own-child,White,Female
38,Some-college,Separated,Adm-clerical,Unmarried,Black,Female
52,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
48,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male
30,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
37,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
33,Bachelors,Divorced,Protective-serv,Unmarried,White,Female
33,HS-grad,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female
20,Some-college,Never-married,Other-service,Own-child,White,Male
41,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male
32,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
54,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male
36,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female
46,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
45,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
18,Some-college,Never-married,Other-service,Own-child,White,Female
62,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
33,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
42,HS-grad,Divorced,Craft-repair,Unmarried,White,Male
18,Some-college,Never-married,Prof-specialty,Own-child,White,Female
32,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female
43,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male
20,HS-grad,Never-married,Other-service,Unmarried,Black,Female
50,Bachelors,Divorced,Sales,Not-in-family,White,Male
42,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male
36,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
22,HS-grad,Never-married,Craft-repair,Own-child,White,Male
30,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male
33,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
43,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male
38,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
34,Bachelors,Never-married,Other-service,Not-in-family,White,Male
40,Some-college,Separated,Adm-clerical,Unmarried,White,Female
40,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
41,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
57,Some-college,Married-civ-spouse,Sales,Husband,White,Male
65,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
52,Some-college,Married-civ-spouse,Other-service,Husband,White,Male
59,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
18,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
48,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male
45,5th-6th,Divorced,Transport-moving,Unmarried,White,Male
24,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male
27,Assoc-acdm,Never-married,Protective-serv,Not-in-family,White,Male
40,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
44,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male
24,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male
71,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
17,12th,Never-married,Sales,Own-child,White,Male
57,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
71,Bachelors,Married-civ-spouse,?,Husband,White,Male
37,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
33,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
41,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male
25,Bachelors,Never-married,Adm-clerical,Own-child,White,Female
42,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
18,11th,Never-married,?,Unmarried,Black,Female
34,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male
57,10th,Married-civ-spouse,?,Wife,White,Female
27,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
46,Bachelors,Divorced,?,Not-in-family,White,Female
64,11th,Widowed,?,Not-in-family,White,Female
24,Bachelors,Never-married,Prof-specialty,Own-child,White,Male
23,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male
33,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
58,Assoc-voc,Divorced,Sales,Not-in-family,White,Male
25,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
44,Masters,Never-married,Prof-specialty,Not-in-family,White,Female
53,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male
38,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female
36,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
25,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male
54,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female
31,12th,Separated,Transport-moving,Unmarried,Black,Male
18,HS-grad,Never-married,Adm-clerical,Own-child,White,Male
40,HS-grad,Divorced,Other-service,Not-in-family,Black,Male
26,Some-college,Married-civ-spouse,Sales,Wife,Black,Female
68,Doctorate,Married-civ-spouse,?,Husband,White,Male
33,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
22,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male
50,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
24,Bachelors,Never-married,?,Own-child,White,Male
44,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female
37,HS-grad,Never-married,Other-service,Unmarried,Black,Male
34,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male
45,Some-college,Widowed,Tech-support,Not-in-family,White,Female
77,Masters,Married-civ-spouse,?,Husband,White,Male
25,10th,Married-civ-spouse,Other-service,Own-child,White,Female
20,Some-college,Separated,Sales,Unmarried,Black,Female
46,HS-grad,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male
26,Assoc-acdm,Never-married,Tech-support,Own-child,White,Male
45,1st-4th,Married-civ-spouse,Other-service,Wife,White,Female
70,HS-grad,Widowed,?,Unmarried,White,Female
57,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
28,Assoc-voc,Never-married,Sales,Not-in-family,White,Male
35,Assoc-acdm,Married-civ-spouse,?,Wife,White,Female
36,Some-college,Married-civ-spouse,Sales,Husband,White,Male
32,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female
29,Bachelors,Never-married,Sales,Not-in-family,White,Male
36,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male
19,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
27,Bachelors,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female
48,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male
49,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male
55,Masters,Married-civ-spouse,Tech-support,Husband,White,Male
61,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Female
42,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
42,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female
30,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male
32,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
37,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
35,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
30,Assoc-voc,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female
30,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
55,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
36,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
33,HS-grad,Never-married,Other-service,Own-child,White,Male
56,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
26,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
37,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
28,HS-grad,Never-married,Sales,Own-child,White,Male
38,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
76,HS-grad,Married-civ-spouse,?,Husband,White,Male
35,Some-college,Never-married,?,Unmarried,Black,Female
48,Some-college,Widowed,Adm-clerical,Unmarried,White,Female
35,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male
39,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male
64,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male
22,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female
45,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
27,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male
43,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
23,Some-college,Never-married,Other-service,Own-child,White,Female
25,10th,Never-married,Handlers-cleaners,Own-child,Black,Male
39,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
63,HS-grad,Married-civ-spouse,Sales,Wife,White,Female
37,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
26,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Other,Male
33,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
45,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female
28,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female
20,Some-college,Never-married,Other-service,Own-child,White,Female
34,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female
34,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
41,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
38,Some-college,Married-civ-spouse,Sales,Husband,White,Male
36,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
38,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male
46,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
43,Bachelors,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female
49,Some-college,Widowed,Sales,Unmarried,White,Female
26,Bachelors,Never-married,Prof-specialty,Own-child,White,Female
28,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female
54,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
53,HS-grad,Never-married,Craft-repair,Not-in-family,Other,Female
24,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male
23,Some-college,Never-married,Exec-managerial,Own-child,White,Male
55,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female
58,9th,Separated,Craft-repair,Not-in-family,White,Male
26,HS-grad,Never-married,Tech-support,Other-relative,Black,Male
19,10th,Never-married,Other-service,Other-relative,Black,Female
28,Some-college,Never-married,?,Unmarried,White,Female
45,Some-college,Never-married,Sales,Not-in-family,White,Male
30,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
76,HS-grad,Widowed,Other-service,Unmarried,White,Female
47,HS-grad,Separated,Adm-clerical,Unmarried,White,Female
34,Some-college,Divorced,Transport-moving,Not-in-family,White,Male
40,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female
24,HS-grad,Separated,Other-service,Unmarried,White,Female
30,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female
67,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
24,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female
